episome	episomes
backstop	backstops|backstopping|backstopped
blacking	blacken|blackened|blackings|blackens
divot	divots
outvalue	outvalues
valance	valanced|valances|valancing
balancing	balance|balanced|balances
anisogamete	anisogametes
geometrize	geometrized|geometrizing
adhere	adhered|adheres|adhering
dictum	dicta|dictums
abatement	abatements
seconder	seconders
stomodaeum	stomodaeums
psychoanalyse	psychoanalyses
stylise	stylising|stylises|stylised
vidette	videttes
minstrel	minstrels
delaine	delaines
clucking	clucked|clucks|cluck
bedtime	bedtimes
dehydrator	dehydrators
begrudge	begrudging|begrudges|begrudged
fancier	fanciers
direction	directions
superstition	superstitions
panhandle	panhandles|panhandling|panhandled
rabbit	rabbiting|rabbits|rabbited
pedestal	pedestals|pedestalled|pedestalling
consubstantiate	consubstantiated|consubstantiating
decathlon	decathlons
paganise	paganises|paganised|paganising
schiller	schillers
latchet	latchets
rustling	rustled|rustles|rustle
neighboured	neighbour|neighbours|neighbouring
shinleaved	shinleaves
forsaking	forsakes|forsaken|forsook|forsake
toffy	toffies
whip	whipped|whipping|whips
countess	countesses
ruralize	ruralizing|ruralizes|ruralized
manipulator	manipulators
felspar	felspars
tinselled	tinsel|tinselling|tinsels
sensitive	sensitives
hydrogen	hydrogens
shipwreck	shipwrecking|shipwrecks|shipwrecked
vaccinator	vaccinators
craneman	cranemen
dismount	dismounts|dismounting|dismounted
rescreening	rescreen|rescreened|rescreens
fiend	fiends
weathercock	weathercocks
subtract	subtracts|subtracting|subtracted
writing	writes|write|wrote|written|writings
titled	title|titles|titling
unhat	unhatted|unhats|unhatting
moth	moths|mothed
brunt	brunts
quins	quin
forsook	forsakes|forsaken|forsaking|forsake
inactivity	inactivities
rube	rubes
jewel	jewels|jewelling|jewelled
carrion	carrions
tot	tots|totting|totted
geographic	geographics
ort	orts
resettlement	resettlements
zoster	zosters
riflery	rifleries
dryad	dryads
prophylaxis	prophylaxes
bedouin	bedouins
caseworker	caseworkers
pupation	pupations
veining	veinings|vein|veins|veined
flyweight	flyweights
eruption	eruptions
orchidotomy	orchidotomies
ounce	ounces
outact	outacts|outacting|outacted
chained	chaining|chains|chain
calibrated	calibrating|calibrates|calibrate
ordinand	ordinands
aneurism	aneurisms
antiquary	antiquaries
epithelium	epitheliums
keynoter	keynoters
blastema	blastemas
forgery	forgeries
chessman	chessmen
malkin	malkins
livery	liveries|liveried
besmirch	besmirches|besmirching|besmirched
abash	abashing|abashes|abashed
contraption	contraptions
wimple	wimpling|wimples|wimpled
outset	outsets|outsetting
vealer	vealers
everywhere	everywheres
damson	damsons
glowing	glow|glows|glowed
biform	biformed
econometric	econometrics
stepping	step|steps|stepped
circles	circled|circle|circling
matting	mattings|mats|matted|mat
sinner	sinners
apologize	apologizes|apologized|apologizing
flack	flacked|flacks
hoots	hoot|hooted|hooting
unearth	unearthed|unearthing|unearths
bootjack	bootjacks
graduate	graduating|graduated|graduates
tuber	tubers
outlearn	outlearns|outlearning|outlearned
battlement	battlements|battlemented
conjugation	conjugations
slurry	slurries|slurried|slurrying
tantalise	tantalised|tantalising
shaper	shapers
stumble	stumbles|stumbling|stumbled
papist	papists
barbell	barbells
hovercraft	hovercrafts
underlie	underlying|underlay|underlies|underlain
thunder	thundering|thunders|thundered
submerged	submerges|submerge|submerging
sycophancy	sycophancies
raker	rakers
awaken	awakening|awakens|awakened
works	worked|working|work
pinnacle	pinnacling|pinnacles|pinnacled
evacuant	evacuants
checkmate	checkmated|checkmating|checkmates
holdall	holdalls
imbricate	imbricating|imbricated
sufficing	suffices|suffice|sufficed
dysentery	dysenteries
hart	harts
in	ins
couth	couths
equilibrium	equilibriums
quoted	quoth|quote|quotes|quoting
sentiment	sentiments
scad	scads
willies	willied|willying|willy
surroundings	surrounding
troika	troikas
whoreson	whoresons
melioration	meliorations
mimicker	mimickers
delivery	deliveries
unbe	unbed
day-dream	daydream|daydreamed
aureola	aureolas
regerminate	regerminates|regerminating|regerminated
prothorax	prothoraxes
speckless	speckles
piccolo	piccolos
recut	recuts|recutting
hedge-hop	hedgehopped|hedgehopping
callan	callans
galeate	galeated
kitchenette	kitchenettes
paleographer	paleographers
persimmon	persimmons
sweated	sweating|sweat|sweats
ugliness	uglinesses
yellow	yellows|yellowing|yellowed
strand	strands|stranded|stranding
robber	robbers
exciter	exciters
larceny	larcenies
embryology	embryologies
pulper	pulpers
heaven	heavens
wanton	wantons|wantoned|wantoning
mithridatise	mithridatised|mithridatising
maltose	maltoses
oversew	oversewed|oversewn|oversews|oversewing
materialise	materialising|materialised
throwaway	throwaways
tartuffe	tartuffes
functionate	functionated|functionating
clink	clinks|clinking|clinked
khamsin	khamsins
steps	step|stepping|stepped
obliger	obligers
diplomacy	diplomacies
there	thered|theres
bestride	bestriding|bestrode|bestrides
cigarillo	cigarillos
genitals	genital
yawing	yaws|yaw|yawed
guzzler	guzzlers
rime	rimed|riming|rimes
township	townships
semiotics	semiotic
fornicatrix	fornicatrices
spectralnes	spectralness
scanty	scanties
achieve	achieving|achieved|achieves
landocracy	landocracies
imp	imps|imped|imping
trivet	trivets
alignment	alignments
lucency	lucencies
suppressed	suppresses|suppressing|suppress
claves	clave
nicker	nickered|nickers|nickering
tape	taped|tapes|taping
improved	improves|improve|improving
accolade	accoladed|accolades
unlearn	unlearnt|unlearns|unlearning
galoot	galoots
debar	debarred|debarring|debars
prophase	prophases
radiology	radiologies
simian	simians
outburst	outbursts
thews	thewed|thew
unmerited	unmeriting
mendicant	mendicants
magnetostatics	magnetostatic
idle	idling|idles|idled
embracery	embraceries
doper	dopers
violoncellist	violoncellists
sateen	sateens
pygmy	pygmies
roughen	roughens|roughened|roughening
peri	peris
deign	deigned|deigns|deigning
subsidiary	subsidiaries
inclined	inclines|inclining|incline
spec	specs
maidservant	maidservants
panhandler	panhandlers
tmesis	tmeses
sleepyhead	sleepyheads
equipage	equipages
crowfoot	crowfeet|crowfooted|crowfoots
elude	eluding|eludes|eluded
movables	movable
sufferer	sufferers
flexuosity	flexuosities
lance	lances|lancing|lanced
bunk	bunking|bunks|bunked
hausfrau	hausfraus
allocated	allocates|allocating|allocate
shuttering	shutter|shuttered|shutters
guarantee	guaranteeing|guaranteed|guarantees
threatening	threatens|threaten|threatened
gigabytes	gigabyte
quagga	quaggas
biography	biographies
solid	solids
compel	compels|compelled|compelling
con	conned|conning|cons
beg	begged|begging|begs
bit	bits|bitted|bitting
apse	apses
amend	amends|amending|amended
discrepancy	discrepancies
pes	ped|ping|pe|pess
traipse	traipsed|traipsing|traipses
gaol	gaoling|gaols|gaoled
sift	sifts|sifted|sifting
honeydew	honeydews|honeydewed
mignonette	mignonettes
enqueue	enqueues
chitin	chitins
permute	permuting|permuted|permutes
scaled	scales|scale|scaling
insigne	insignes
knitting	knit|knitted|knits|knittings
enforcer	enforcers
fetich	fetiches
smooth	smooths|smoothing|smoothed
hunger	hungers|hungering|hungered
lagend	lagends
gingko	gingkoes
vagrancy	vagrancies
salesperson	salespersons|salespeople
sewage	sewages
besot	besotted|besots|besotting
friendly	friendlies
estrange	estranging|estranges|estranged
tubful	tubfuls
reticule	reticules|reticuled
collimate	collimating|collimated|collimates
arsenide	arsenides
mailbox	mailboxes
sloping	sloped|slope|slopes
skull	skulls|skulled
silex	silexes
gentleman	gentlemen
caricaturist	caricaturists
communion	communions
sensualize	sensualized|sensualizing
plafond	plafonds
cried	crying|cries|cry
pantomimist	pantomimists
opsonin	opsonins
mutt	mutts
conceder	conceders
listing	listed|list|lists|listings
touter	touters
plebeian	plebeians
radar	radars
culet	culets
gapped	gapping|gaps|gap
hieroglyphics	hieroglyphic
doleful	dolefuls
negligee	negligees
pita	pitas
unripe	unriped
thick	thicks
skyline	skylined|skylines|skylining
refreshment	refreshments
starlet	starlets
rowdy	rowdies
aeronautic	aeronautics
rounded	rounding|round|rounds
relinquishment	relinquishments
sawing	sawn|saw|sawings|saws|sawed
expectoration	expectorations
skiver	skivers
nuncio	nuncios
cosmopolitanise	cosmopolitanising|cosmopolitanised
sociality	socialities
colly	collies|collied|collying
pacifier	pacifiers
excrete	excretes|excreted|excreting
catnip	catnips
rearrangement	rearrangements
disputation	disputations
lauder	lauders
caryopsis	caryopses
receivable	receivables
banderol	banderols
hunky	hunkies
hoop	hoops|hooped|hooping
pavement	pavements
slanderer	slanderers
reveler	revelers
debut	debuted|debuting|debuts
prattle	prattled|prattles|prattling
suavity	suavities
paralysis	paralyses
wavy	wavies
fleer	fleered|fleering|fleers
sloe	sloes
kneading	knead|kneaded|kneads
virgo	virgos
shelved	shelve|shelves|shelving
reorganization	reorganizations
wiseacre	wiseacres|wiseacred
fastigiate	fastigiated
fetcher	fetchers
skite	skiting|skites|skited
carton	cartons
alphabet	alphabets
seasoning	seasonings|seasoned|season|seasons
announce	announcing|announced|announces
rucksack	rucksacks
punkah	punkahs
unmediated	unmediating
baler	balers
female	females
nipped	nips|nip|nipping
rid	ridding|rids|ridded
slitter	slitters
predesigned	predesign
misguide	misguides|misguiding|misguided
million	millions|millioned
prima	primas
pomposity	pomposities
sulfureted	sulfureting
revaluate	revaluating|revaluates|revaluated
dishabituate	dishabituating|dishabituated
undercapitalize	undercapitalized|undercapitalizing
slack	slacked|slacking|slacks
ulva	ulvas
fetter	fettered|fettering|fetters
insanity	insanities
intervolve	intervolving|intervolved
wine	wines|wined|wining
muezzin	muezzins
idolater	idolaters
cockscomb	cockscombed|cockscombs
blithering	blither|blithers
aphorist	aphorists
attributes	attribute|attributing|attributed
instructor	instructors
debased	debasing|debase|debases
snuggery	snuggeries
pedestrianize	pedestrianizing|pedestrianized
grower	growers
diaeresis	diaereses
wamble	wambled|wambles|wambling
resources	resource
crimper	crimpers
seps	sep
unarmed	unarming|unarms|unarm
corduroy	corduroying|corduroys|corduroyed
cacogenics	cacogenic
welfare	welfaring|welfares
computerize	computerized|computerizes|computerizing
informer	informers
crash	crashed|crashes|crashing
sky	skies|skying|skied
trig	trigs|trigging|trigged
blancher	blanchers
downgrade	downgrading|downgrades|downgraded
pomade	pomading|pomades|pomaded
coveter	coveters
tropicalise	tropicalised|tropicalising
glycerol	glycerols
lent	lending|lend|lends
maenad	maenads
sesquicentennial	sesquicentennials
bloodhound	bloodhounds
landholder	landholders
postgraduate	postgraduates
devalue	devalued|devalues|devaluing
superintend	superintending|superintended|superintends
tablet	tabletted|tablets|tabletting
bedight	bedighting|bedights|bedighted
jolt	jolts|jolting|jolted
unswaddle	unswaddled|unswaddling
incitant	incitants
bohunk	bohunks
doublet	doublets
bulldozer	bulldozers
align	aligning|aligns|aligned
cancan	cancans
fingering	finger|fingers|fingered|fingerings
elasticity	elasticities
serial	serials
winter	wintered|wintering|winters
epenthesis	epentheses
carinate	carinated
jollify	jollifies|jollified|jollifying
deb	debs
graft	grafting|grafted|grafts
proteose	proteoses
multiplexer	multiplexers
chloral	chlorals
nom	noms
imply	implies|implied|implying
mistaken	mistaking|mistook|mistake|mistakes
illusion	illusions|illusioned
gahnite	gahnites
neophyte	neophytes
pontoon	pontooning|pontoons
devaluate	devaluated|devaluates|devaluating
fantast	fantasts
etching	etchings|etches|etch|etched
carbonado	carbonados|carbonadoes|carbonadoing|carbonadoed
gherkin	gherkins
aloe	aloes
ament	aments
equalized	equalizes|equalize|equalizing
flange	flanging|flanges|flanged
softa	softas
spiflicate	spiflicated
roundhouse	roundhouses
lickspittle	lickspittling
hepatize	hepatizing|hepatizes|hepatized
peen	peened|peens|peening
vulcanise	vulcanising|vulcanised
fluming	flume|flumes|flumed
redoubt	redoubts|redoubted|redoubting
nuts	nutted|nut|nutting
foreshown	foreshowing|foreshowed|foreshow|foreshows
southing	southed|southings
maxi	maxis
riddling	riddle|riddled|riddlings|riddles
abed	abs|ab
scouter	scouters
pantaloon	pantalooned|pantaloons
peritoneum	peritoneums
winnower	winnowers
gaffe	gaffes|gaffed|gaffing
unleash	unleashing|unleashes|unleashed
pummel	pummelling|pummels|pummelled
vest	vests|vested|vesting
smallpox	smallpoxes
doped	dope|doping|dopes
vulgarizer	vulgarizers
viola	violas
integer	integers
el	els
metonymy	metonymies
pal	pals|palled|palling
distortion	distortions
subbing	subbings|subbed|subs|sub
long	longing|longed|longs
scandalize	scandalizing|scandalized|scandalizes
consumption	consumptions
killifish	killifishes
combinator	combinators
dam	damming|dams|dammed
forewoman	forewomen
marine	marined|marines
sangria	sangrias
skylight	skylights
cavitation	cavitations
borstal	borstals
redraw	redraws|redrawing
enology	enologies
gastronome	gastronomes
upriver	uprivers
returning	returns|returned|return
cosset	cossets|cosseted|cosseting
subregion	subregions
icing	ice|ices|icings|iced
blazonry	blazonries
enthrone	enthroned|enthroning|enthrones
bedpost	bedposts
corridor	corridors
cephalothorax	cephalothoraxes
manslaughter	manslaughters
assurance	assurances
contempt	contempts
vendee	vendees
tailed	tail|tailing|tails
elevated	elevates|elevate|elevating
seisin	seisins
unassimilated	unassimilating
misdemeanor	misdemeanors
dihybrid	dihybrids
gaud	gauds
capacitor	capacitors
untortured	untorture
racetrack	racetracks
armchair	armchaired|armchairs
background	backgrounds
higgle	higgles|higgling|higgled
alleviation	alleviations
reorganise	reorganising|reorganised
lopstick	lopsticks
transplantation	transplantations
motet	motets
unroot	unrooted|unroots|unrooting
upgrowth	upgrowths
ratsbane	ratsbanes
bobsledder	bobsledders
fluxing	fluxed|flux|fluxes
hoicks	hoick|hoicked|hoicking
percept	percepts
coerce	coerces|coercing|coerced
restriction	restrictions
fitch	fitches|fitched
screeve	screeved|screeving
diaphoretic	diaphoretics
strophe	strophes
cosmopolitanize	cosmopolitanizing|cosmopolitanized
grappler	grapplers
moderate	moderated|moderates|moderating
depolarize	depolarizes|depolarizing|depolarized
bowsprit	bowsprits
prepayment	prepayments
conferee	conferees
incarcerate	incarcerates|incarcerated|incarcerating
separator	separators
intervale	intervaling|intervaled
rosiness	rosinesses
griller	grillers
eugenic	eugenics
pinion	pinioning|pinioned|pinions
retch	retches|retching|retched
pluperfect	pluperfects
elaborator	elaborators
trainee	trainees
unmake	unmaking|unmakes|unmade
lift	lifting|lifts|lifted
tankage	tankages
burk	burked|burking
flatterer	flatterers
sibilate	sibilated|sibilating|sibilates
changes	changed|change|changing
fishwife	fishwives
anticapitalist	anticapitalists
stripe	stripes|striping|striped
legitimise	legitimised|legitimising
trounce	trounces|trounced|trouncing
whim	whims|whimming|whimmed
stoic	stoics
grump	grumped|grumps|grumping
conservative	conservatives
epiphany	epiphanies
miss	missed|missing|misses
amylose	amyloses
metrics	metric
shush	shushed|shushing|shushes
diversify	diversifies|diversifying|diversified
quicksanded	quicksands|quicksand
corpora	corporas
limen	limens
petal	petalled|petalling|petals
unbalanced	unbalancing|unbalance
watt	watts
prosaist	prosaists
narrow	narrows|narrowing|narrowed
bench	benches|benched|benching
adenoma	adenomas
narcissist	narcissists
gesture	gesturing|gestured|gestures
past	pasted|pasts|pasting
salesroom	salesrooms
trypsin	trypsins
zebu	zebus
caboose	cabooses
