aardvark	aardvarks
caitiff	caitiffs
cajole	cajoling|cajoled|cajoles
cajoler	cajolers
cake	cakes|caked|caking
cakewalk	cakewalking|cakewalked|cakewalks
cakewalker	cakewalkers
caking	cakings
cal	cals
calabash	calabashes
calaboose	calabooses
calamary	calamaries
calamine	calamines|calamining|calamined
calamint	calamints
calamite	calamites
calamity	calamities
calander	calanders
calash	calashes
calcar	calcars
calceolaria	calceolarias
calcify	calcifies|calcified|calcifying
calcimeter	calcimeters
calcimine	calcimining|calcimined|calcimines
calcinate	calcinated|calcinating|calcinates
calcinatory	calcinatories
calcine	calcined|calcining|calcines
calciner	calciners
calciphobe	calciphobes
calciphyte	calciphytes
calculate	calculates|calculated|calculating
calculator	calculators
caldera	calderas
caldron	caldrons
caledonite	caledonites
calefacient	calefacients
calefactor	calefactors
calefactory	calefactories
calendar	calendaring|calendared|calendars
calender	calenders|calendered|calendering
calendering	calenderings
calenture	calentures
calfskin	calfskins
calibrate	calibrated|calibrating|calibrates
calibrator	calibrators
calicle	calicles
calico	calicoes
calif	califs
caliper	calipers
caliph	caliphs
calk	calking|calked|calks
calker	calkers
calkin	calkins
call	calls|called|calling
calla	callas
callable	callables
caller	callers
calligrapher	calligraphers
calligraphist	calligraphists
calling	callings
calliper	callipered|callipers|callipering
callous	callouses
callout	callouts
callus	calluses|callusing|callused
calmative	calmatives
calorifier	calorifiers
calorimeter	calorimeters
calory	calories
calotte	calottes
caloyer	caloyers
calque	calqued|calquing|calques
caltrop	caltrops
calumet	calumets
calumniate	calumniated|calumniates|calumniating
calumniator	calumniators
calumny	calumnying|calumnies|calumnied
calvary	calvaries
calve	calves|calved|calving
calving	calvings
calycle	calycles
calypsonian	calypsonians
cam	cams|cammed|camming
camarilla	camarillas
camber	cambers|cambered|cambering
cambist	cambists
cambrel	cambrels
camcorder	camcordered|camcordering|camcorders
came	cames
camel	camels
cameleer	cameleers
camellia	camellias
camelopard	camelopards
camera	cameras
camerlengo	camerlengos
camion	camions
camisole	camisoles
camouflage	camouflaging|camouflages|camouflaged
camouflager	camouflagers
camouflet	camouflets
camp	camper|campest
campaign	campaigned|campaigns|campaigning
campaigner	campaigners
campanologist	campanologists
campanula	campanulas
camper	campers
camphorate	camphorates|camphorating|camphorated
campsite	campsites
campus	campused|campuses|campusing
campy	campier|campiest
canal	canaled|canaling|canals
canalise	canalises|canalised|canalising
canalize	canalizes|canalizing|canalized
canape	canapes
canard	canards
canary	canaried|canaries|canarying
canasta	canastas
cancan	cancanned|cancans|cancanning
cancel	cancels|cancelling|cancelled
canceler	cancelers
canceller	cancellers
cancrinite	cancrinites
cancroid	cancroids
candela	candelas
candid	candids|candider|candidest
candidate	candidated|candidates|candidating
candle	candled|candling|candles
candlenut	candlenuts
candler	candlers
candlestick	candlesticking|candlesticked|candlesticks
candlewood	candlewoods
candy	candied|candying|candies
cane	caning|caned|canes
caner	caners
cang	cangs
cangue	cangues
canine	canines
canister	canistering|canistered|canisters
canna	cannas
canner	canners
cannery	canneries
cannibal	cannibals
cannibalise	cannibalised|cannibalises|cannibalising
cannibalization	cannibalizations
cannibalize	cannibalizes|cannibalized|cannibalizing
cannikin	cannikins
cannonade	cannonading|cannonaded|cannonades
cannoneer	cannoneers
cannot	cannots
cannulate	cannulated|cannulating|cannulates
canny	cannier|canniest
canoe	canoes|canoed|canoeing
canoeist	canoeists
canon	canons
canoness	canonesses
canonical	canonicals
canonicate	canonicates
canonise	canonises|canonising|canonised
canonist	canonists
canonize	canonizes|canonizing|canonized
canonry	canonries
canoodle	canoodling|canoodles|canoodled
canoodling	canoodlings
canopy	canopied|canopying|canopies
cant	cants|canted|canting
cantabile	cantabiles
cantaloup	cantaloups
cantaloupe	cantaloupes
cantata	cantatas
canteen	canteens
canter	cantered|canters|cantering
canthal	canthals
cantharid	cantharids
cantharidin	cantharidins
canticle	canticles
cantilena	cantilenas
cantilever	cantilevers|cantilevered|cantilevering
cantillate	cantillating|cantillates|cantillated
cantina	cantinas
canting	cantings
cantle	cantled|cantling|cantles
canto	cantos
canton	cantons|cantoned|cantoning
cantonment	cantonments
cantor	cantors
cantrip	cantrips
canty	cantier|cantiest
canvas	canvases|canvased|canvasing|canvasses
canvasser	canvassers
canvassing	canvassings
canyon	canyons
canzona	canzonas
canzonet	canzonets
cap	capped|caps|capping
capacitate	capacitating|capacitated|capacitates
capacitor	capacitors
capacitron	capacitrons
caparison	caparisoning|caparisoned|caparisons
cape	capes|caped|caping
caper	capered|capering|capers
capias	capiases
capillary	capillaries
capitalise	capitalises|capitalised|capitalising
capitalist	capitalists
capitalize	capitalizes|capitalizing|capitalized
capitate	capitates|capitated|capitating
capitation	capitations
capitulant	capitulants
capitular	capitulars
capitulate	capitulates|capitulated|capitulating
capitulator	capitulators
caplin	caplins
capon	capons|caponing|caponed
caponier	caponiers
caponize	caponizing|caponized|caponizes
capot	capots|capotting|capotted
capote	capotes
capper	cappers
caprice	caprices
caprine	caprines
capriole	caprioles|caprioled|caprioling
capsize	capsizing|capsizes|capsized
capstan	capstans
capstone	capstones|capstoned|capstoning
capsule	capsuling|capsuled|capsules
capsulotomy	capsulotomies
capt	capts
captain	captained|captains|captaining
captainship	captainships
caption	captioned|captions|captioning
captivate	captivating|captivates|captivated
captivator	captivators
captive	captiving|captived|captives
captor	captors
capture	captured|capturing|captures
capturer	capturers
capuchin	capuchins
capybara	capybaras
car	cars
carabao	carabaos
carabid	carabids
carabine	carabining|carabined|carabines
caracal	caracals
caracole	caracoling|caracoled|caracoles
caracul	caraculs
carafe	carafes
caramel	caramelling|caramelled|caramels
caramelize	caramelizing|caramelized|caramelizes
carapace	carapaces
carat	carats
caravan	caravaning|caravans|caravaned
caravanner	caravanners
caravanserai	caravanserais
caravel	caravels
carb	carbs
carbamate	carbamates
carbamide	carbamides
carbamoyl	carbamoyls
carbamyl	carbamyls
carbanion	carbanions
carbarn	carbarns
carbazole	carbazoles
carbene	carbenes
carbine	carbines
carbineer	carbineers
carbohydrate	carbohydrates
carbonate	carbonating|carbonates|carbonated
carbonator	carbonators
carbonify	carbonified|carbonifying|carbonifies
carbonise	carbonises|carbonising|carbonised
carbonite	carbonites
carbonize	carbonized|carbonizes|carbonizing
carbonizer	carbonizers
carbonyl	carbonyls
carboxyl	carboxyls
carboxylase	carboxylases
carboy	carboys|carboying|carboyed
carbuncle	carbuncles
carburate	carburates|carburating|carburated
carburation	carburations
carburet	carbureting|carbureted|carburets
carburetion	carburetions
carburetor	carburetors
carburetter	carburetters
carburettor	carburettors
carburize	carburized|carburizing|carburizes
carbylamine	carbylamines
carcajou	carcajous
carcanet	carcanets
carcase	carcases
carcass	carcasses
carcinogen	carcinogens
carcinogenic	carcinogenics
carcinoid	carcinoids
card	carding|cards|carded
carder	carders
cardiac	cardiacs
cardigan	cardigans
cardinal	cardinals
cardinalate	cardinalates
cardinality	cardinalities
cardinalship	cardinalships
cardiogram	cardiograms
cardiograph	cardiographs
cardioid	cardioids
cardiologist	cardiologists
cardiomyopathy	cardiomyopathies
cardiopathy	cardiopathies
cardiotonic	cardiotonics
cardoon	cardoons
care	cared|cares|caring
careen	careened|careening|careens
careener	careeners
career	careering|careered|careers
careerist	careerists
caress	caressed|caressing|caresses
caresser	caressers
caressing	caressings
caressive	caressives
caret	carets
caretaker	caretakers
carfax	carfaxes
cariama	cariamas
caricature	caricaturing|caricatured|caricatures
carillon	carillons
caring	carings
carioca	cariocas
carload	carloads
carmagnole	carmagnoles
carminative	carminatives
carnassial	carnassials
carnet	carnets
carnify	carnifies|carnifying|carnified
carnival	carnivals
carnivore	carnivores
carny	carnying|carnied|carnies
carol	carolling|carolled|carols
caroler	carolers
caroline	carolines
carotenoid	carotenoids
carotid	carotids
carotin	carotins
carousal	carousals
carouse	carouses|carousing|caroused
carousel	carousels|carouseling|carouseled
carouser	carousers
carpal	carpals
carpark	carparks
carpel	carpels
carpenter	carpenters|carpentering|carpentered
carper	carpers
carpophore	carpophores
carport	carports
carpospore	carpospores
carrel	carrels
carriageway	carriageways
carrier	carriers
carriole	carrioles
carry	carried|carrying|carries
carryforward	carryforwards
carrying	carryings
carse	carses
cart	carts|carted|carting
cartel	cartels
carter	carters
cartogram	cartograms
cartographer	cartographers
cartomancer	cartomancers
cartoner	cartoners
cartoon	cartoons|cartooning|cartooned
cartouche	cartouches
cartridge	cartridges
cartulary	cartularies
cartway	cartways
caruncle	caruncles
carve	carved|carves|carving
carvel	carvels
carver	carvers
caryatide	caryatides
casa	casas
casaba	casabas
casbah	casbahs
cascade	cascaded|cascading|cascades
cascode	cascoding|cascodes|cascoded
case	cases|cased|casing
casemate	casemates
casement	casements
caser	casers
casern	caserns
caseworker	caseworkers
cash	cashes|cashed|cashing
cashaw	cashaws
cashbook	cashbooks
cashew	cashews
cashier	cashiering|cashiered|cashiers
casing	casings
cask	casking|casked|casks
casket	casketed|caskets|casketing
casque	casques
casserole	casseroles|casseroled|casseroling
cassette	cassettes
cassock	cassocks
cassoulet	cassoulets
cassowary	cassowaries
cast	casts|casting
castable	castables
castanet	castanets
castaway	castaways
caste	castes
castellan	castellans
castellation	castellations
caster	casters|castering|castered
castigate	castigates|castigated|castigating
castigator	castigators
castigatory	castigatories
castle	castles|castled|castling
castor	castors
castrate	castrates|castrating|castrated
castrater	castraters
castrator	castrators
casual	casuals
casuist	casuists
cat	catting|cats|catted
catabolite	catabolites
cataclasite	cataclasites
cataclysm	cataclysms
catacomb	catacombs
catafalque	catafalques
catalectic	catalectics
catalepsy	catalepsies
cataleptic	cataleptics
catalog	catalogs|cataloging|cataloged
catalogue	cataloguing|catalogues|catalogued
cataloguer	cataloguers
catalpa	catalpas
catalyse	catalysed|catalysing|catalyses
catalyser	catalysers
catalyst	catalysts
catalyze	catalyzes|catalyzed|catalyzing
catalyzer	catalyzers
catamaran	catamarans
catamite	catamites
catamount	catamounts
cataphora	cataphoras
cataplasm	cataplasms
cataract	cataracts
catarrhine	catarrhines
catastrophe	catastrophes
catastrophist	catastrophists
catawba	catawbas
catboat	catboats
catcall	catcalled|catcalling|catcalls
catch	catches|catching|caught
catcher	catchers
catchfly	catchflies
catchline	catchlines
catchment	catchments|catchmented|catchmenting
catchpenny	catchpennies
catchphrase	catchphrases
catchpoll	catchpolls
catchword	catchwords
catchy	catchier|catchiest
cate	cates
catechin	catechins
catechise	catechised|catechises|catechising
catechism	catechisms
catechist	catechists
catechization	catechizations
catechize	catechizes|catechizing|catechized
catechizer	catechizers
catechumen	catechumens
categorical	categoricals
categorise	categorised|categorising|categorises
categorize	categorizing|categorized|categorizes
category	categories
catenary	catenaries
catenate	catenating|catenated|catenates
cater	catered|catering|caters
caterer	caterers
caterpillar	caterpillars
caterwaul	caterwauled|caterwauls|caterwauling
catfish	catfishes|catfished|catfishing
catharometer	catharometers
cathartic	cathartics
cathead	catheads
cathedral	cathedrals
cathepsin	cathepsins
catheter	catheters
catheterize	catheterizing|catheterizes|catheterized
catholicise	catholicises|catholicising|catholicised
catholicize	catholicizing|catholicized|catholicizes
catholicon	catholicons
catholyte	catholytes
cation	cations
cativo	cativos
catkin	catkins
catling	catlings
catnap	catnapping|catnapped|catnaps
catsuit	catsuits
cattery	catteries
catty	cattiest|catties|cattier
catwalk	catwalks
caucasian	caucasians
caucus	caucuses|caucused|caucusing
caudal	caudals
caudate	caudates
caudation	caudations
caudillo	caudillos
caudle	caudled|caudling|caudles
caul	cauls
cauldron	cauldrons
cauliflower	cauliflowers
caulker	caulkers
causal	causals
causative	causatives
cause	caused|causing|causes
causer	causers
causerie	causeries
causeway	causeways|causewayed|causewaying
causey	causeys
caustic	caustics
causticize	causticizes|causticized|causticizing
cauterise	cauterising|cauterised|cauterises
cauterization	cauterizations
cauterize	cauterizes|cauterizing|cauterized
cautioner	cautioners
cavalcade	cavalcades|cavalcading|cavalcaded
cavalier	cavaliers|cavaliering|cavaliered
cavatina	cavatinas
cave	caved|caving|caves
caveat	caveating|caveated|caveats
caver	cavers
cavern	caverning|caverned|caverns
cavesson	cavessons
cavil	cavils|cavilled|cavilling
caviler	cavilers
caviller	cavillers
cavitate	cavitating|cavitated|cavitates
cavity	cavities
cavy	cavies
caw	caws|cawing|cawed
cayman	caymans
cayuse	cayuses
cc	ccs
cease	ceases|ceased|ceasing
ceasefire	ceasefires
cede	cedes|ceding|ceded
cedilla	cedillas
ceil	ceiling|ceils|ceiled
ceiling	ceilings
ceilometer	ceilometers
celandine	celandines
celebrant	celebrants
celebrate	celebrating|celebrated|celebrates
celebrator	celebrators
celesta	celestas
celeste	celestes
celestial	celestials
celibate	celibates|celibated|celibating
cell	celled|cells|celling
cellar	cellars|cellaring|cellared
cellist	cellists
cellophane	cellophaning|cellophaned|cellophanes
cellphone	cellphoning|cellphones|cellphoned
cellular	cellulars
cellule	cellules
cellulosic	cellulosics
celt	celts
cementer	cementers
cementoblast	cementoblasts
cementocyte	cementocytes
cemetery	cemeteries
cenobite	cenobites
cenotaph	cenotaphs
cense	censes|censing|censed
censer	censers
censor	censors|censoring|censored
censure	censuring|censured|censures
censurer	censurers
census	censusing|censused|censuses
cental	centals
centare	centares
centaur	centaurs
centavo	centavos
centenarian	centenarians
centenary	centenaries
centerboard	centerboards
centerpunch	centerpunching|centerpunched|centerpunches
centiare	centiares
centibar	centibars
centigram	centigrams
centigramme	centigrammes
centile	centiles
centiliter	centiliters
centilitre	centilitres
centime	centimes
centimeter	centimeters
centimetre	centimetres
centimo	centimos
centipede	centipedes
centipoise	centipoises
centisecond	centiseconds
centner	centners
centralise	centralising|centralised|centralises
centralist	centralists
centralize	centralized|centralizing|centralizes
centralizer	centralizers
centre	centred|centring|centres
centreboard	centreboards
centrifugal	centrifugals
centrifugalism	centrifugalisms
centrifugate	centrifugates|centrifugating|centrifugated
centrifuge	centrifuging|centrifuged|centrifuges
centring	centrings
centriole	centrioles
centrist	centrists
centrode	centrodes
centroid	centroids
centromere	centromeres
centrosphere	centrospheres
centuple	centupled|centupling|centuples
centuplicate	centuplicated|centuplicating|centuplicates
centurion	centurions
century	centuries
cep	ceps
cephalin	cephalins
cephalometer	cephalometers
cephalotribe	cephalotribes
ceramet	ceramets
ceramist	ceramists
cercopid	cercopids
cere	cered|ceres|cering
cerebrate	cerebrated|cerebrating|cerebrates
cerement	cerements
ceremonialist	ceremonialists
ceremony	ceremonies
cereus	cereuses
cermet	cermets
cerograph	cerographs
certifiable	certifiables
certificate	certificates|certificating|certificated
certificatory	certificatories
certifier	certifiers
certify	certifying|certifies|certified
certiorari	certioraris
cervelat	cervelats
cervical	cervicals
cervicodorsal	cervicodorsals
cess	cesses|cessing|cessed
cesser	cessers
cessionary	cessionaries
cesspit	cesspits
cesspool	cesspools
cestode	cestodes
cestoid	cestoids
cetacean	cetaceans
cetane	cetanes
chabazite	chabazites
chace	chaces|chacing|chaced
chafe	chafes|chafing|chafed
chafer	chafers
chaffer	chaffered|chaffering|chaffers
chafferer	chafferers
chaffinch	chaffinches
chaffing	chaffings
chaffy	chaffiest|chaffier
chafing	chafings
chain	chaining|chains|chained
chainage	chainages
chaining	chainings
chainlet	chainlets
chair	chairing|chairs|chaired
chairman	chairmen|chairmans|chairmanned|chairmanning
chaise	chaises
chalcopyrite	chalcopyrites
chaldron	chaldrons
chalet	chalets
chalice	chalices
chalky	chalkiest|chalkier
challenge	challenging|challenges|challenged
challenger	challengers
challenging	challengings
chalone	chalones
chalybeate	chalybeates
cham	chamming|chammed|chams
chamade	chamades
chamaephyte	chamaephytes
chamber	chambering|chambered|chambers
chambering	chamberings
chamberlain	chamberlains
chambermaid	chambermaids
chameleon	chameleons
chamfer	chamfers|chamfered|chamfering
chamfering	chamferings
chamois	chamoised|chamoising|chamoises
champ	champed|champing|champs
champagne	champagning|champagnes|champagned
champaign	champaigns
champak	champaks
champion	champions|championed|championing
chance	chanced|chancing|chances
chancel	chancels
chancellery	chancelleries
chancellor	chancellors
chancellorship	chancellorships
chancellory	chancellories
chancer	chancers
chancre	chancres
chancroid	chancroids
chancy	chanciest|chancier
chandelier	chandeliers
