opener	openers
oversee	oversees|overseeing|oversaw|overseen
gazetteer	gazetteers
gangrel	gangrels
poolroom	poolrooms
decant	decanted|decanting|decants
cedar	cedars
nutting	nuts|nutted|nut
onrush	onrushing|onrushes
rubato	rubatos
machete	machetes
garnishing	garnishes|garnish|garnished
lyricism	lyricisms
supergroup	supergroups
setup	setups
jumbuck	jumbucks
noncombatant	noncombatants
helping	helps|helpings|helped|help
currencies	currency
adjudication	adjudications
jiff	jiffs
behind	behinds
undercarriage	undercarriages
holla	hollas|hollaing|hollaed
underestimate	underestimates|underestimating|underestimated
cocked	cock|cocks|cocking
fabulist	fabulists
countermeasure	countermeasures
reference	references|referenced|referencing
englander	englanders
pillager	pillagers
lamented	lament|lamenting|laments
scintillating	scintillated|scintillates|scintillate
dicotyl	dicotyls
urethra	urethras
flibbertigibbet	flibbertigibbets
pricer	pricers
unspotted	unspot
kaddish	kaddishes
spirituality	spiritualities
grunt	grunted|grunts|grunting
testifier	testifiers
indiscretion	indiscretions
synonymic	synonymics
charlatanry	charlatanries
folder	folders
incompatibility	incompatibilities
sneezing	sneeze|sneezed|sneezes
acetify	acetified|acetifying|acetifies
snore	snores|snoring|snored
chihuahua	chihuahuas
tunnel	tunnels|tunnelled|tunnelling
mumble	mumbled|mumbles|mumbling
duchy	duchies
pelota	pelotas
bulrush	bulrushes
illegitimacy	illegitimacies
lingerie	lingeries
solute	solutes
cruise	cruises|cruising|cruised
grove	groves|groved
botany	botanies
longevity	longevities
chrysanthemum	chrysanthemums
divestiture	divestitures
glyph	glyphs
invar	invars
covers	covered|covering|cover
checkrow	checkrowed|checkrowing|checkrows
felspar	felspars
sweep	sweeping|swept|sweeps
misname	misnames|misnamed|misnaming
unhallowed	unhallowing|unhallow|unhallows
polynesian	polynesians
jewel	jewels|jewelled|jewelling
fohn	fohns
elaborate	elaborates|elaborating|elaborated
trundler	trundlers
foreside	foresides
consult	consulting|consulted|consults
vetoer	vetoers
explosion	explosions
loll	lolled|lolling|lolls
pediatrician	pediatricians
mainsail	mainsails
teapot	teapots
webbing	web|webbings|webs|webbed
gulosity	gulosities
modernize	modernizes|modernized|modernizing
disport	disports|disporting|disported
protend	protends|protending|protended
circumambiency	circumambiencies
taffy	taffies
conjugator	conjugators
duplicate	duplicated|duplicating|duplicates
jeopard	jeopards|jeoparding|jeoparded
underact	underacted|underacting|underacts
flitch	flitching|flitched|flitches
pleura	pleuras
sucrose	sucroses
assister	assisters
numskull	numskulled|numskulls
disability	disabilities
moulding	mould|moulded|moulds|mouldings
yeomanry	yeomanries
fiat	fiats
anticline	anticlines
hailstone	hailstoned|hailstones
jawed	jawing|jaw|jaws
shrift	shrifts
unship	unshipped|unshipping|unships
scouring	scourings|scoured|scours|scour
marquess	marquesses|marques
reversion	reversions
elater	elaters
pasta	pastas
riverman	rivermen
agon	agons
panning	pan|panned|pans
stipple	stipples|stippling|stippled
hoarsen	hoarsened|hoarsening|hoarsens
raphe	raphes
triangle	triangled|triangles
unmentionable	unmentionables
lashings	lashing
subcooled	subcooling|subcools|subcool
awarder	awarders
respelled	respelling
advertise	advertising|advertised|advertises
nitrate	nitrates|nitrated|nitrating
pour	poured|pours|pouring
ephemeris	ephemerides
stalked	stalking|stalks|stalk
aim	aimed|aiming|aims
gating	gated|gate|gates
mugwump	mugwumps
clacker	clackers
nights	night|nighted|nighting
meander	meandering|meanders|meandered
pelisse	pelisses
unsettled	unsettles|unsettling|unsettle
houseman	housemen
inly	inlying
felicity	felicities
forfeit	forfeits|forfeiting|forfeited
wart	warts|warted
syndesis	syndeses
infirmary	infirmaries
poetize	poetized|poetizes|poetizing
mexican	mexicans
cancellated	cancellate
confrontation	confrontations
beatify	beatifying|beatified|beatifies
directrix	directrices|directrixes
congested	congesting|congests|congest
infection	infections
visage	visaged|visages
saleslady	salesladies
meany	meanies
unexaggerated	unexaggerating
readopt	readopts|readopting|readopted
tuberculate	tuberculated
pesterer	pesterers
cuspate	cuspated
diathesis	diatheses
ta	tas
unrumpled	unrumple
overhung	overhang|overhanging|overhangs
responsible	responsibles
vacillating	vacillate|vacillates|vacillated
abjudicate	abjudicated|abjudicating
desex	desexes|desexing|desexed
betook	betaking|betakes|betake|betaken
practiced	practicing|practices|practice
histrionic	histrionics
reposit	reposits|repositing|reposited
volt	volts
serigraph	serigraphs
domiciled	domicils|domiciling|domicile
slitter	slitters
swannery	swanneries
graduator	graduators
related	relate|relating|relates
tod	tods
beef	beefs|beeves|beefed|beefing
woof	woofed|woofing|woofs
dynast	dynasts
protract	protracting|protracted|protracts
bengal	bengals
divulge	divulged|divulges|divulging
timework	timeworks
pretender	pretenders
trotter	trotters
unstreamed	unstreaming
yegg	yeggs
babe	babes
chill	chills|chilling|chilled
register	registering|registers|registered
hexose	hexoses
landsman	landsmen
bravado	bravadoed|bravados|bravadoes|bravadoing
retorting	retorts|retort|retorted
infuriate	infuriating|infuriated|infuriates
stopping	stopped|stop|stops
cleared	clear|clears|clearing
subagency	subagencies
thunderer	thunderers
peach	peached|peaching|peaches
lancelet	lancelets
eps	ep
boltrope	boltropes
villainy	villainies
mopping	mops|mopped|mop
stalls	stalled|stalling|stall
witching	witches|witch|witchings|witched
pectoral	pectorals
sememe	sememes
gaze	gazed|gazing|gazes
dona	donas
etcetera	etceteras
smoking	smoked|smoke|smokings|smokes
choked	choking|choke|chokes
specification	specifications
betrothal	betrothals
misbecoming	misbecome|misbecame
visual	visuals
antigen	antigens
racing	racings|race|raced|races
heuristics	heuristic
gainer	gainers
pentecostal	pentecostals
civilian	civilians
coax	coaxing|coaxed|coaxes
disruption	disruptions
whippoorwill	whippoorwills
stairwell	stairwells
crofter	crofters
retake	retaken|retaking|retook|retakes
unpleasing	unpleased
diction	dictions
luminary	luminaries
maltase	maltases
ballpark	ballparks
immoralise	immoralising|immoralised
disembodiment	disembodiments
detinue	detinues
swig	swigs|swigged|swigging
golf	golfed|golfs|golfing
inequality	inequalities
notable	notables
scooter	scooters
municipality	municipalities
ointment	ointments
franc	francs
pandore	pandores
nereid	nereids
teens	teen
generate	generates|generating|generated
billiards	billiard
gormandizer	gormandizers
diesel	diesels
harassment	harassments
internment	internments
lowland	lowlands
snowbell	snowbells
ai	ais
berserk	berserks
calamity	calamities
toothing	toothed|tooths|tooth
latakia	latakias
mesencephalon	mesencephalons
unsettle	unsettling|unsettled|unsettles
dreg	dregs
speculate	speculates|speculated|speculating
aboulia	aboulias
injustice	injustices
woke	wake|waking|wakes|woken
denitrate	denitrating|denitrated
deary	dearies
stacker	stackers
consumption	consumptions
irrationalize	irrationalizing|irrationalized
piecrust	piecrusts
salve	salved|salving|salves
fermi	fermis
gaudy	gaudies
dissimulator	dissimulators
lovelock	lovelocks
banneret	bannerets
shaw	shaws|shawing|shawed
hist	hists|histed|histing
upholster	upholstering|upholsters|upholstered
interference	interferences
topple	topples|toppled|toppling
behemoth	behemoths
tuck	tucks|tucking|tucked
mismeasure	mismeasuring|mismeasured
cusk	cusks
letterhead	letterheads
mincer	mincers
eleven	elevens
grandam	grandams
engorge	engorging|engorges|engorged
legit	legits
contest	contests|contesting|contested
serfhood	serfhoods
desist	desists|desisting|desisted
julep	juleps
patinas	patinaed|patina
civet	civets
wrath	wraths|wrathing|wrathed
vessel	vesselled|vessels
blind	blinds|blinding|blinded
weeper	weepers
flavonol	flavonols
nerve	nerving|nerves|nerved
swami	swamis
restricted	restrict|restricts|restricting
re-form	reformed
diapause	diapauses|diapaused|diapausing
dacha	dachas
grouser	grousers
waddle	waddling|waddled|waddles
seiner	seiners
unreciprocated	unreciprocating
boathouse	boathouses
serin	serins
food	foods
adjuror	adjurors
bather	bathers
abider	abiders
looking	looked|looks|look
bistro	bistros
detribalize	detribalizing|detribalized
fines	fined|fine|fining
locum	locums
jackdaw	jackdaws
postgraduate	postgraduates
molecule	molecules
sodomite	sodomites
drew	draws|drawing|drawn|draw
entrant	entrants
industrial	industrials
pathology	pathologies
threw	throw|throwing|thrown|throws
flatterer	flatterers
valeting	valets|valet|valeted
ladybird	ladybirds
unframe	unframed
serene	serened|serenes
defraud	defrauding|defrauds|defrauded
dyeing	dyes|dyed|dye|dyeings
mrs	mr
isotropy	isotropies
bouncing	bounced|bounce|bounces
crinite	crinites
bacchant	bacchants
beau	beauing|beaus|beaued|beaux
ataraxy	ataraxies
urinary	urinaries
recalesce	recalesced|recalescing
tax	taxing|taxes|taxed
excavator	excavators
infelicity	infelicities
plumule	plumules
dextrose	dextroses
rabble	rabbling|rabbles|rabbled
restrain	restraining|restrained|restrains
cyanogen	cyanogens
motel	motels
unhoused	unhousing
assassinate	assassinated|assassinates|assassinating
unextenuated	unextenuating
neuron	neurons
abortion	abortions
maximum	maxima|maximums
roofing	roofings|roofed|roof|roofs
snare	snaring|snared|snares
heterogeneity	heterogeneities
tombstone	tombstones
sagamore	sagamores
quadruplet	quadruplets
mop	mops|mopping|mopped
cragsman	cragsmen
emancipate	emancipating|emancipates|emancipated
crumple	crumpling|crumples|crumpled
puke	puking|puked|pukes
romancer	romancers
specificity	specificities
scent	scents|scenting|scented
rilling	rilled
update	updating|updated|updates
monopolise	monopolising|monopolised
blitzkrieg	blitzkrieging|blitzkriegs|blitzkrieged
repent	repented|repents|repenting
smaltite	smaltites
galliot	galliots
infidelity	infidelities
arteriosclerosis	arterioscleroses
furlong	furlongs
imagine	imagining|imagines|imagined
stingo	stingos
gateau	gateaux
bedell	bedells
printery	printeries
explant	explanting|explants|explanted
mishandling	mishandled|mishandle|mishandles
wrinkling	wrinkle|wrinkles|wrinkled
scall	scalled|scalls
diffusion	diffusions
declaimer	declaimers
alkalize	alkalizes|alkalizing|alkalized
hyperbole	hyperboles
ragtag	ragtags
footer	footers
gradine	gradines
dialed	dialing|dials|dial
crocket	crockets
spectrography	spectrographies
incipit	incipits
clean	cleaning|cleaned|cleans
remainder	remainders|remaindering|remaindered
granule	granules
floruit	floruits
truth	truths
eradication	eradications
vidette	videttes
bouton	boutons
preach	preaching|preaches|preached
debussing	debussed
connecter	connecters
douceur	douceurs
concur	concurring|concurs|concurred
conjunction	conjunctions
bothered	bothering|bother|bothers
mastoidectomy	mastoidectomies
exhibition	exhibitions
tiffany	tiffanies
miscegenation	miscegenations
talc	talcking|talcked|talcs
vaulting	vaultings|vault|vaulted|vaults
queen	queens|queening|queened
dating	date|dates|dated
court	courting|courts|courted
unmistrusting	unmistrusted
felicitation	felicitations
pliers	plier
tabor	tabors
divorcement	divorcements
almoner	almoners
layer	layers|layered|layering
systems	system
abbreviated	abbreviating|abbreviate|abbreviates
mongrelise	mongrelising|mongrelised
prairie	prairies
loyalty	loyalties
subsidize	subsidizing|subsidizes|subsidized
balustrade	balustrading|balustrades|balustraded
nudeness	nudenesses
dance	dances|danced|dancing
taker	takers
consecration	consecrations
apiology	apiologies
teen	teens
cubic	cubics
paraffin	paraffins
equalized	equalizing|equalize|equalizes
metamer	metamers
disbosom	disbosoms
inferno	infernos
plaything	playthings
bowery	boweries
emcee	emceeing|emcees
alchemist	alchemists
bury	buries|burying|buried
oscillate	oscillates|oscillating|oscillated
galluses	gallused
separatrix	separatrices
buffoon	buffoons
cate	cating|cates
canteen	canteens
mythology	mythologies
cinematheque	cinematheques
brattish	brattishing
signaler	signalers
probation	probations
stringed	stringing
vacillator	vacillators
abstruseness	abstrusenesses
smew	smews
accomplice	accomplices
situs	situ
gemsbok	gemsboks
cocaine	cocaines
squabble	squabbled|squabbles|squabbling
unchanging	unchange|unchanged
discharger	dischargers
marish	marishes
charleston	charlestons
insurgency	insurgencies
paraplegic	paraplegics
tousle	tousling|tousles|tousled
disclose	disclosing|discloses|disclosed
mathematical	mathematicals
louver	louvers
forward	forwards|forwarded|forwarding
trap	trapped|traps|trapping
archduchy	archduchies
quarrier	quarriers
undissolved	undissolving
malignancy	malignancies
beseem	beseems|beseeming|beseemed
waved	waving|wave|waves
outwore	outwearing|outwears|outwear|outworn
parts	parting|part|parted
cognovit	cognovits
sentiment	sentiments
chancel	chancelled|chancels
d	ds|ding
glassiness	glassines
uninterested	uninteresting
godmother	godmothers
tafferel	tafferels
chugger	chuggers
microsecond	microseconds
lobate	lobated
malay	malays
heading	head|heads|headed|headings
whoop	whooped|whoops|whooping
prorogation	prorogations
gimmick	gimmicked|gimmicks|gimmicking
murderess	murderesses
caserne	casernes
crystal	crystalled|crystalling|crystals
staff	staffs|staffing|staffed
banger	bangers
sial	sials
devils	deviled|deviling|devil
restate	restates|restated|restating
claret	clarets
hallmark	hallmarks|hallmarked|hallmarking
alacrity	alacrities
granulator	granulators
lunar	lunars
motorize	motorizes|motorizing|motorized
halloo	hallooed|hallooing|halloos
daffodilly	daffodillies
medic	medics
rheostat	rheostats
nervosity	nervosities
psychosis	psychoses
arcade	arcades|arcaded|arcading
auxin	auxins
anther	anthers
exploring	explored|explores|explore
pulpify	pulpified|pulpifying
odorant	odorants
oiler	oilers
kilty	kilties
deprecate	deprecates|deprecating|deprecated
tracked	tracking|track|tracks
humorist	humorists
goth	goths
snipper	snippers
powdered	powders|powdering|powder
labrum	labrums
gelatine	gelatines|gelatined
aider	aiders
eavesdropper	eavesdroppers
dowry	dowries
resume	resuming|resumed|resumes
coadjutrix	coadjutrices
betroth	betrothing|betroths|betrothed
schorl	schorls
kilobit	kilobits
sunburst	sunbursts
karakul	karakuls
phaeton	phaetons
meow	meows|meowed|meowing
commutating	commutate|commutated
conceder	conceders
peltast	peltasts
enveloping	envelop|enveloped|envelops
screwball	screwballs
khalifa	khalifas
dyadic	dyadics
immunise	immunising|immunised|immunises
bombing	bombed|bomb|bombs|bombings
honesty	honesties
ingrowth	ingrowths
recompose	recomposing|recomposes|recomposed
bezique	beziques
exhortation	exhortations
subserve	subserved|subserves|subserving
incapacitate	incapacitated|incapacitates|incapacitating
knobble	knobbling|knobbled
brume	brumes
retain	retaining|retains|retained
substantiate	substantiating|substantiated|substantiates
gradient	gradients
reflet	reflets
quicksanded	quicksands|quicksand
wean	weaning|weans|weaned
transmitting	transmits|transmitted|transmit
spiflicate	spiflicated
deposit	depositing|deposited|deposits
cowl	cowled|cowls|cowling
generalize	generalizes|generalized|generalizing
acquit	acquitted|acquits|acquitting
sauna	saunas
romanticize	romanticizes|romanticized|romanticizing
abbacy	abbacies
accompanist	accompanists
fleece	fleeced|fleeces|fleecing
oyster	oysters|oystering|oystered
chuckhole	chuckholes
furan	furans
attitude	attitudes
yew	yews
accelerator	accelerators
holography	holographies
drapery	draperies|draperied
brier	briers|briered
ulema	ulemas
ironwork	ironworked|ironworks|ironworking
evict	evicting|evicts|evicted
wharfinger	wharfingers
locust	locusting|locusts
semite	semites
journeyer	journeyers
synagogue	synagogues
craving	craves|cravings|craved|crave
