aardvark	aardvarks
bottleneck	bottlenecks|bottlenecking|bottlenecked
bottler	bottlers
bottlewasher	bottlewashers
bottling	bottlings
bottomer	bottomers
botty	botties
boudoir	boudoirs
bouffant	bouffants
bougainvillaea	bougainvillaeas
bough	boughed|boughs
bought	boughts|buying|buy|buys
bougie	bougier|bougies|bougiest
boulder	boulders|bouldered|bouldering
boulevard	boulevards
boulevardier	boulevardiers|boulevardiered|boulevardiering
bouleversement	bouleversements
boult	boults|boulted|boulting
boulter	boulters
bounce	bouncing|bounces|bounced
bouncer	bouncers
bouncing	bouncings|bounced|bounces|bounce
bouncy	bounciest|bouncier
bound	binds|binding|bounds
boundary	boundaries
bounder	bounders
bouquet	bouquets
bourdon	bourdons
bourg	bourgs
bourgeois	bourgeoises|bourgeoising|bourgeoised
bourgeon	bourgeoning|bourgeoned|bourgeons
bourkha	bourkhas
bourn	bourns
bourse	bourses
bouse	bousing|bouses|boused
bout	bouts|bouting|bouted
boutique	boutiques
bouton	boutons
boutonniere	boutonnieres
bouzouki	bouzoukis
bovine	bovines
bow	bowed|bowing|bows
bowdlerise	bowdlerises|bowdlerised|bowdlerising
bowdlerize	bowdlerizing|bowdlerized|bowdlerizes
bowdlerizer	bowdlerizers
bowel	bowels|bowelled|bowelling
bower	bowered|bowering|bowers
bowery	boweries
bowl	bowls|bowling|bowled
bowlder	bowlders
bowler	bowlers
bowser	bowsers
bowshot	bowshots
bowsprit	bowsprits
bowstring	bowstringing|bowstrung|bowstrings
bowwow	bowwowing|bowwows|bowwowed
bowyer	bowyers
box	boxes|boxed|boxing
boxcar	boxcars|boxcarring|boxcarred
boxer	boxers
boxing	boxes|boxings|boxed|box
boxthorn	boxthorns
boycott	boycotted|boycotts|boycotting
boycotter	boycotters
boyfriend	boyfriends
boyo	boyos
bozo	bozos
bra	bras
braai	braaing|braaied|braais
brace	braced|braces|bracing
bracelet	braceleting|bracelets|braceleted
bracer	bracers
brachial	brachials
brachiate	brachiating|brachiates|brachiated
brachiopod	brachiopods
brachiosaurus	brachiosauruses
brachycephalic	brachycephalics
brachyuran	brachyurans
bracket	bracketing|bracketed|brackets
bract	bracted|bracts
bracteate	bracteates
bracteole	bracteoles
bractlet	bractlets
brad	brads|bradded|bradding
bradawl	bradawls
brae	braes
brag	bragging|bragger|brags|bragged|braggest
braggart	braggarts
bragger	braggers
brahman	brahmans
brahmin	brahmins
braid	braids|braided|braiding
braider	braiders
braiding	braidings
brail	brailing|brails|brailed
braille	brailles|brailling|brailled
braillewriter	braillewriters
brain	braining|brained|brains
brainstorm	brainstormed|brainstorms|brainstorming
brainstormer	brainstormers
brainstorming	brainstorm|brainstorms|brainstormings
brainwash	brainwashes|brainwashing|brainwashed
brainwave	brainwaves
brainy	brainiest|brainier
braise	braising|braises|braised
brake	brakes|braking|braked
bramble	brambles|brambling|brambled
brambling	bramble|brambles|bramblings|brambled
brambly	bramblier|brambliest
brancard	brancards
branch	branched|branches|branching
branchial	branchials
branching	branch|branches|branched|branchings
branchiopod	branchiopods
branchlet	branchlets
brand	branding|branded|brands
brander	branders|brandering|brandered
brandish	brandished|brandishes|brandishing
brandisher	brandishers
brandy	brandied|brandying|brandies
branny	brannier|branniest
brash	brashes|brashed|brashing
brass	brassed|brassing|bras|brasses
brassard	brassards
brasserie	brasseries
brassica	brassicas
brassie	brassies
brassière	brassières
brassy	brassier|brassies|brassiest
brat	brats
brattice	bratticed|bratticing|brattices
brave	braver|braved|bravest|braving|braves
bravura	bravuras
brawl	brawled|brawls|brawling
brawler	brawlers
brawny	brawniest|brawnier
bray	brays|braying|brayed
braze	brazes|brazing|brazed
brazil	brazils
breach	breached|breaches|breaching
breaching	breachings
bread	breads|breading|breaded
breadbin	breadbins
breadboard	breadboards|breadboarded|breadboarding
breader	breaders
breadfruit	breadfruits
breadline	breadlines
break	breaking|broken|broke|breaks
breakable	breakables
breakaway	breakaways
breakdown	breakdowns
breaker	breakers
breakfaster	breakfasters
breakfront	breakfronts
breakneck	breaknecks
breakout	breakouts
breakpoint	breakpointed|breakpoints|breakpointing
breakthrough	breakthroughs
breakup	breakups
breakwater	breakwaters
breast	breasts|breasted|breasting
breastbeam	breastbeams
breastbone	breastbones
breastplate	breastplates
breastsummer	breastsummers
breastwork	breastworks
breathalyse	breathalysed|breathalyses|breathalysing
breathalyser	breathalysers
breathe	breathing|breathes|breathed
breather	breathers
breathy	breathiest|breathier
brecciation	brecciations
bree	brees
breech	breeches|breeched|breeching
breeching	breechings
breed	breeds|bred|breeding
breeder	breeders
breeze	breezing|breezes|breezed
breezeway	breezeways
breezy	breeziest|breezier
bren	brens|brenning|brenned
brent	brents
brettice	brettices|bretticing|bretticed
breve	breves
brevet	brevets|brevetting|breveting|brevetted|breveted
brevetcy	brevetcies
breviary	breviaries
brew	brewing|brewed|brews
brewer	brewers
brewery	breweries
brewhouse	brewhouses
brewmaster	brewmasters
brewpub	brewpubs
briar	briars|briared
bribe	bribed|bribing|bribes
bribee	bribees
briber	bribers
bribery	briberies
bribetaker	bribetakers
brickfield	brickfields
brickie	brickies
bricking	bricked|bricks|brickings|brick
bricklayer	bricklayers
brickmaker	brickmakers
bricky	brickies|brickiest|brickier
brickyard	brickyards
bridal	bridals
bride	briding|brided|brides
bridegroom	bridegrooms
bridesmaid	bridesmaids|bridesmaiding|bridesmaided
bridge	bridges|bridged|bridging
bridgeboard	bridgeboards
bridgehead	bridgeheads
bridging	bridges|bridged|bridgings|bridge
bridle	bridled|bridling|bridles
bridler	bridlers
bridoon	bridoons
brief	briefs|briefing|briefer|briefest|briefed
briefcase	briefcases
briefer	briefers
briefing	briefs|brief|briefings|briefed
brier	briered|briers
briery	brieries
brig	brigs
brigade	brigades|brigaded|brigading
brigadier	brigadiers
brigand	brigands
brigandine	brigandines
brigantine	brigantines
bright	brightest|brights|brighter
brightener	brighteners
brightening	brightenings
brilliantine	brilliantines|brilliantined|brilliantining
brim	brimmed|brimming|brims
brimful	brimfuls
brimmer	brimmers
brindle	brindles|brindling|brindled
brine	brines|brined|brining
briner	briners
bring	bringing|brought|brings
bringer	bringers
bringing	bringings
brink	brinks
brioche	brioches
briquet	briquets|briquetted|briquetting
briquette	briquettes|briquetted|briquetting
bristle	bristling|bristles|bristled
bristly	bristliest|bristlier
broach	broached|broaches|broaching
broacher	broachers
broad	broadest|broader|broads
broadbrim	broadbrims
broadcast	broadcasts|broadcasted|broadcasting
broadcaster	broadcasters
broadener	broadeners
broadening	broadens|broadenings|broaden|broadened
broadloom	broadlooms
broadsheet	broadsheets
broadside	broadsided|broadsides|broadsiding
broadsword	broadswords
broadtail	broadtails
brob	brobbing|brobbed|brobs
brocade	brocades|brocading|brocaded
brochette	brochettes
brochure	brochures
brock	brocked|brocking|brocks
brocket	brockets
brog	brogging|brogs|brogged
brogue	broguing|brogues|brogued
broil	broils|broiled|broiling
broiler	broilers
broke	brokes|breaking|broken|break|breaks
broker	brokered|brokering|brokers
brolga	brolgas
brolly	brollies
bromate	bromating|bromated|bromates
bromeliad	bromeliads
bromide	bromides
brominate	brominating|brominates|brominated
bromophenol	bromophenols
bronchiole	bronchioles
bronchitic	bronchitics
broncho	bronchos
bronchocele	bronchoceles
bronchoconstrictor	bronchoconstrictors
broncholith	broncholiths
bronchoscope	bronchoscopes
bronchoscopist	bronchoscopists
bronchoscopy	bronchoscopies
bronco	broncos
bronze	bronzed|bronzes|bronzing
bronzer	bronzers
bronzy	bronziest|bronzier
brooch	brooched|brooches|brooching
brooder	brooders
broody	broodies
brook	brooks|brooking|brooked
brooklet	brooklets
brooming	broomings
broomstick	broomsticks
brothel	brothels
brougham	broughams
brouhaha	brouhahas
brow	browing|browed|brows
browbeat	browbeating|browbeats|browbeaten
browbeater	browbeaters
brownie	brownies
browning	brownings|browned|browns|brown
brownout	brownouts
browse	browsed|browses|browsing
browser	browsers
browsing	browsings
brucite	brucites
bruin	bruins
bruise	bruises|bruised|bruising
bruiser	bruisers
bruit	bruiting|bruited|bruits
brumby	brumbies
brunch	brunching|brunches|brunched
brunette	brunettes
brunt	brunted|brunting|brunts
brush	brushed|brushes|brushing
brusher	brushers
brushing	brushings
brushland	brushlands
brushy	brushiest|brushier
brutalise	brutalised|brutalising|brutalises
brutality	brutalities
brutalize	brutalizing|brutalizes|brutalized
brute	brutes|bruted|bruting
brutify	brutifying|brutified|brutifies
bryologist	bryologists
bryophyte	bryophytes
bub	bubbed|bubbing|bubs
bubal	bubals
bubble	bubbles|bubbled|bubbling
bubbler	bubblers
bubbling	bubblings
bubbly	bubblies|bubbliest|bubblier
bubby	bubbies
bubonocele	bubonoceles
bucca	buccas
buccaneer	buccaneers|buccaneering|buccaneered
buccinator	buccinators
buck	bucking|bucks|bucked
buckboard	buckboards
bucker	buckers
bucket	bucketing|bucketed|buckets
buckeye	buckeyes
bucking	bucks|bucked|buck|buckings
buckjumper	buckjumpers
buckle	buckled|buckles|buckling
buckler	bucklering|bucklers|bucklered
buckling	buckles|bucklings|buckled|buckle
buckra	buckras
buckram	buckramed|buckrams|buckraming
buckshee	buckshees
bucolic	bucolics
bud	budding|buds|budded
budder	budders
buddy	buddies|buddied|buddying
budge	budged|budges|budging
budgerigar	budgerigars
budget	budgets|budgeted|budgeting
budgeteer	budgeteers
budgeter	budgeters
buff	buffed|buffing|buffs
buffalo	buffaloes|buffalos|buffaloed|buffaloing
buffer	buffing|buffed|buffered|buffering|buffs|buffers
buffet	buffeted|buffets|buffeting
buffeter	buffeters
buffeting	buffeted|buffets|buffetings|buffet
buffing	buffings
buffo	buffos
buffoon	buffoons|buffooned|buffooning
bug	bugging|bugged|bugs
bugaboo	bugaboos
bugbear	bugbears|bugbearing|bugbeared
bugger	buggering|buggers|buggered
buggy	buggies|buggiest|buggier
bughouse	bughouses
bugle	bugled|bugling|bugles
bugler	buglers
build	builds|built|building
builder	builders
built	builts|builds|building|build
bulb	bulbs|bulbed|bulbing
bulbil	bulbils
bulge	bulging|bulged|bulges
bulging	bulgings|bulged|bulge|bulges
bulgy	bulgiest|bulgier
bulimic	bulimics
bulkhead	bulkheading|bulkheads|bulkheaded
bulking	bulkings
bulky	bulkier|bulkiest
bull	bulling|bulled|bulls
bullace	bullaces
bulldog	bulldogs|bulldogged|bulldogging
bulldogger	bulldoggers
bulldoze	bulldozed|bulldozing|bulldozes
bulldozer	bulldozered|bulldozers|bulldozering
bullet	bulleted|bullets|bulleting
bulletin	bulletins|bulletining|bulletined
bullfight	bullfighting|bullfights
bullfighter	bullfighters
bullfinch	bullfinches
bullfrog	bullfrogs
bullhead	bullheads|bullheaded
bullhorn	bullhorns
bullionist	bullionists
bullnose	bullnoses
bullock	bullocking|bullocks|bullocked
bullrush	bullrushes
bullshit	bullshits|bullshitted|bullshitting
bullshitter	bullshitters
bullwhip	bullwhipped|bullwhipping|bullwhips
bully	bullier|bullied|bullies|bulliest|bullying
bullyrag	bullyragging|bullyrags|bullyragged
bulrush	bulrushes
bulwark	bulwarking|bulwarks|bulwarked
bum	bummed|bums|bummer|bumming|bummest
bumbailiff	bumbailiffs
bumble	bumbles|bumbled|bumbling
bumbling	bumble|bumbles|bumbled|bumblings
bumfreezer	bumfreezers
bummalo	bummalos
bummaree	bummarees
bummer	bummers
bumper	bumpered|bumpers|bumpering
bumping	bumpings
bumpkin	bumpkins
bumpy	bumpier|bumpiest
bun	bunning|bunned|buns
bunch	bunched|bunching|bunches
buncher	bunchers
bund	bunding|bunds|bunded
bunder	bunders
bundle	bundles|bundled|bundling
bundler	bundlers
bung	bunging|bunged|bungs
bungalow	bungalows
bunghole	bungholes
bungle	bungling|bungled|bungles
bungler	bunglers
bunion	bunions
bunk	bunking|bunks|bunked
bunker	bunkering|bunkered|bunkers
bunkering	bunkerings
bunny	bunnier|bunniest|bunnies
bunt	bunted|bunting|bunts
bunter	bunters
bunton	buntons
bunyip	bunyips
buoy	buoys|buoyed|buoying
bur	burred|burs|burring
burble	burbling|burbled|burbles
burbler	burblers
burbly	burbliest|burblier
burbot	burbots
burden	burdens|burdening|burdened
burdock	burdocks
burdon	burdons
bureaucrat	bureaucrats
bureaucratist	bureaucratists
bureaucratize	bureaucratizes|bureaucratized|bureaucratizing
burette	burettes
burg	burgs
burgee	burgees
burgeon	burgeoning|burgeons|burgeoned
burgess	burgesses
burgh	burghs
burgher	burghers
burglar	burglars|burglared|burglaring
burglarize	burglarizes|burglarized|burglarizing
burgle	burgles|burgling|burgled
burgomaster	burgomasters
burgonet	burgonets
burier	buriers
burin	burins
burion	burions
burka	burkas
burke	burked|burkes|burking
burl	burled|burling|burls
burler	burlers
burlesque	burlesquing|burlesqued|burlesques
burlesquer	burlesquers
burly	burliest|burlier|burlies
burn	burns|burned|burning|burnt
burner	burners
burnettize	burnettized|burnettizing|burnettizes
burning	burnings|burns|burn|burnt
burnish	burnishes|burnishing|burnished
burnisher	burnishers
burnishing	burnishings
burnous	burnouses
burnouse	burnoused|burnouses
burnout	burnouts
burr	burrs|burring|burred
burro	burros
burrow	burrowing|burrows|burrowed
burrower	burrowers
bursar	bursars
bursary	bursaries
burse	burses
bursectomy	bursectomies
burst	bursts|bursting
burster	bursters
bursting	bursts|burstings|burst
bursty	burstiest|burstier
burthen	burthens|burthening|burthened
burton	burtons
burweed	burweeds
bury	buried|buries|burying
bus	bussing|busses|bussed|buss|buses
busboy	busboys
bush	bushing|bushes|bushed
bushel	bushels|bushelling|busheled|bushelled|busheling
busheler	bushelers
busheller	bushellers
bushing	bushings
bushland	bushlands
bushpig	bushpigs
bushy	bushiest|bushier
busk	busking|busked|busks
busker	buskers
buskin	buskins
busking	busks|busked|buskings|busk
buss	bussing|busses|bussed|bus
bust	busted|busting|busts
bustard	bustards
buster	busters
bustle	bustled|bustles|bustling
busty	bustiest|bustier
busway	busways
busy	busies|busying|busied|busier|busiest
busybody	busybodies|busybodied
but	buts|butted|butting
butcher	butchering|butchers|butchered
butler	butlered|butlering|butlers
butt	butts|butted|butting
butte	butting|buttes|butted
butter	butters|buttered|buttering
butterball	butterballs
buttercup	buttercups
butterfly	butterflied|butterflies|butterflying
buttering	butterings
buttery	butteriest|butterier|butteries
butting	buttings|butts|butt|butted
buttock	buttocks|buttocked
button	buttoned|buttons|buttoning
buttoner	buttoners
buttonhole	buttonholed|buttonholing|buttonholes
buttonholer	buttonholers
buttonhook	buttonhooks
buttress	buttresses|buttressing|buttressed
butty	buttied|buttying|butties
butyl	butyls
butyrate	butyrates
buy	bought|buys|buying
buyback	buybacks
buyer	buyers
buyout	buyouts
buzz	buzzed|buzzing|buzzes
buzzard	buzzards
buzzer	buzzers
buzzword	buzzwords
bye	byes
bygone	bygones
byline	bylines|bylining|bylined
bypass	bypasses|bypassed|bypassing
bypath	bypaths
byre	byres
byroad	byroads
bystander	bystanders
bystreet	bystreets
byte	bytes
byway	byways
bywoner	bywoners
byword	bywords
byzantine	byzantines
cab	cabbing|cabs|cabbed
cabal	caballing|caballed|cabals
cabalist	cabalists
caballer	caballers
cabana	cabanas
cabbage	cabbaging|cabbages|cabbaged
cabby	cabbies
cabdriver	cabdrivers
caber	cabers
cabin	cabining|cabined|cabins
cable	cabling|cables|cabled
cablecast	cablecasts|cablecasted|cablecasting
cablegram	cablegrammed|cablegrams|cablegramming
cabler	cablers
cableway	cableways
cabob	cabobbed|cabobs|cabobbing
cabochon	cabochons
caboodle	caboodles
caboose	cabooses
cabriole	cabrioles
cabriolet	cabriolets
cachalot	cachalots
cache	caches|caching|cached
cachinnate	cachinnating|cachinnates|cachinnated
cachinnator	cachinnators
cachou	cachous
cachucha	cachuchas
cacique	caciques
cack	cacking|cacked|cacks
cackle	cackled|cackles|cackling
cackler	cacklers
cacodemon	cacodemons
cacodylate	cacodylates|cacodylated|cacodylating
cacomelia	cacomelias
cacothymia	cacothymias
cactoid	cactoids
cacuminal	cacuminals
cad	cadding|cads|cadded
cadastral	cadastrals
cadastre	cadastres
cadaver	cadavers
caddie	caddied|caddying|caddies
caddy	caddied|caddies|caddying
cadence	cadences|cadencing|cadenced
cadet	cadets
cadetship	cadetships
cadette	cadettes
cadge	cadging|cadged|cadges
cadger	cadgers
cadi	cadis
cadre	cadres
caecostomy	caecostomies
caesar	caesars
caesarean	caesareans
cafard	cafards
cafe	cafes
caftan	caftans
cage	cages|caged|caging
cagey	cagiest|cagier
caging	cagings
cagoule	cagoules
cagy	cagiest|cagier
cahier	cahiers
cahoot	cahoots|cahooted|cahooting
caiman	caimans
caique	caiques
cairn	cairns|cairned
caisson	caissons
caitiff	caitiffs
cajole	cajoling|cajoled|cajoles
cajoler	cajolers
cake	caked|cakes|caking
cakewalk	cakewalks|cakewalking|cakewalked
cakewalker	cakewalkers
caking	cakings
cal	calling|called|cals
calabash	calabashes
calaboose	calabooses
calamary	calamaries
calamine	calamined|calamines|calamining
calamint	calamints
calamite	calamites
calamity	calamities
calander	calanders
calash	calashes
calcar	calcars
calceolaria	calceolarias
calcify	calcified|calcifies|calcifying
calcimeter	calcimeters
calcimine	calcimining|calcimines|calcimined
calcinate	calcinated|calcinates|calcinating
